1	USD	7/01/2009 0:00	0.99980004
1	USD	7/02/2009 0:00	1.000900811
1	USD	7/03/2009 0:00	0.99960016
1	USD	7/04/2009 0:00	1
1	USD	7/05/2009 0:00	0.99960016
1	USD	7/06/2009 0:00	1.00050025
1	USD	7/07/2009 0:00	0.99950025
1	USD	7/08/2009 0:00	1.00020004
1	USD	7/09/2009 0:00	0.999200639
1	USD	7/10/2009 0:00	1.00020004
1	USD	7/11/2009 0:00	0.99960016
1	USD	7/12/2009 0:00	1.000900811
1	USD	7/13/2009 0:00	0.99960016
1	USD	7/14/2009 0:00	1.000800641
1	USD	7/15/2009 0:00	0.99930049
1	USD	7/16/2009 0:00	1.001001001
1	USD	7/17/2009 0:00	0.99930049
1	USD	7/18/2009 0:00	1.000900811
1	USD	7/19/2009 0:00	0.99990001
1	USD	7/20/2009 0:00	1.00070049
1	USD	7/21/2009 0:00	0.99960016
1	USD	7/22/2009 0:00	1.00050025
1	USD	7/23/2009 0:00	0.99960016
1	USD	7/24/2009 0:00	1.001001001
1	USD	7/25/2009 0:00	1
1.00040016	USD	7/26/2009 0:00	1.001101211
1.00040016	USD	7/27/2009 0:00	1.00030009
1.00040016	USD	7/28/2009 0:00	1.00070049
1.00040016	USD	7/29/2009 0:00	0.99980004
1.00040016	USD	7/30/2009 0:00	1.001001001
1.00040016	USD	7/31/2009 0:00	0.99990001
1.00040016	USD	8/01/2009 0:00	1.001101211
1.00040016	USD	8/02/2009 0:00	0.99960016
1.00040016	USD	8/03/2009 0:00	1.001001001
1.00040016	USD	8/04/2009 0:00	1.00030009
1.00040016	USD	8/05/2009 0:00	1.000900811
1.00040016	USD	8/06/2009 0:00	0.99960016
1.00040016	USD	8/07/2009 0:00	1.000900811
1.00040016	USD	8/08/2009 0:00	1
1.00040016	USD	8/09/2009 0:00	1.00070049
1.00040016	USD	8/10/2009 0:00	0.99960016
1.00040016	USD	8/11/2009 0:00	1.000900811
1.00040016	USD	8/12/2009 0:00	0.99970009
1.00040016	USD	8/13/2009 0:00	1.00050025
1.00010001	USD	8/14/2009 0:00	1.00010001
1.00020004	USD	8/15/2009 0:00	1.001001001
1.00010001	USD	8/16/2009 0:00	0.99970009
1.00010001	USD	8/17/2009 0:00	1.00020004
1.00010001	USD	8/18/2009 0:00	0.99950025
1.00010001	USD	8/19/2009 0:00	1.001001001
1.00010001	USD	8/20/2009 0:00	0.99990001
1.00010001	USD	8/21/2009 0:00	1.00070049
1.00010001	USD	8/22/2009 0:00	1
1.00010001	USD	8/23/2009 0:00	1.00010001
1.00040016	USD	8/24/2009 0:00	1.00010001
1.00040016	USD	8/25/2009 0:00	1.001201442
1.00040016	USD	8/26/2009 0:00	1
1.00010001	USD	8/27/2009 0:00	1.00010001
1.00010001	USD	8/28/2009 0:00	0.99970009
1.00010001	USD	8/29/2009 0:00	1.001001001
1.00020004	USD	8/30/2009 0:00	0.99970009
1.000800641	USD	8/31/2009 0:00	1.001101211
1.000800641	USD	9/01/2009 0:00	1.00040016
1.000800641	USD	9/02/2009 0:00	1.001001001
1.00010001	USD	9/03/2009 0:00	0.99960016
1.00010001	USD	9/04/2009 0:00	1.001001001
1.00020004	USD	9/05/2009 0:00	0.99990001
1.00020004	USD	9/06/2009 0:00	1.00040016
1.00050025	USD	9/07/2009 0:00	0.99990001
1.00050025	USD	9/08/2009 0:00	1.001001001
1.00050025	USD	9/09/2009 0:00	1
1.00010001	USD	9/10/2009 0:00	1.00040016
1.00020004	USD	9/11/2009 0:00	0.99990001
1.00020004	USD	9/12/2009 0:00	1.001101211
1.00020004	USD	9/13/2009 0:00	0.99990001
1	USD	9/14/2009 0:00	1.000900811
1	USD	9/15/2009 0:00	0.99980004
1	USD	9/16/2009 0:00	1.00030009
1.00020004	USD	9/17/2009 0:00	0.99960016
1.00020004	USD	9/18/2009 0:00	1.000800641
1.00020004	USD	9/19/2009 0:00	1.00010001
1.00020004	USD	9/20/2009 0:00	1.001101211
1.00070049	USD	9/21/2009 0:00	1.00020004
1.00070049	USD	9/22/2009 0:00	1.000800641
1.00070049	USD	9/23/2009 0:00	0.99960016
1.00020004	USD	9/24/2009 0:00	1.001101211
1.00020004	USD	9/25/2009 0:00	1.00020004
1.00020004	USD	9/26/2009 0:00	1.000800641
1.00020004	USD	9/27/2009 0:00	0.99950025
1.00623868	USD	9/28/2009 0:00	1.006441224
1.00623868	USD	9/29/2009 0:00	1.006036217
1.00623868	USD	9/30/2009 0:00	1.006339942
1.00020004	USD	10/01/2009 0:00	0.99960016
1.00020004	USD	10/02/2009 0:00	1.000800641
1.00020004	USD	10/03/2009 0:00	0.99960016
1.00020004	USD	10/04/2009 0:00	1.001201442
1.000800641	USD	10/05/2009 0:00	0.99970009
1.000800641	USD	10/06/2009 0:00	1.001101211
1.000800641	USD	10/07/2009 0:00	0.99990001
1.00020004	USD	10/08/2009 0:00	1.00020004
1.00010001	USD	10/09/2009 0:00	0.99980004
1.00020004	USD	10/10/2009 0:00	1.001101211
1.00020004	USD	10/11/2009 0:00	0.99980004
1.00050025	USD	10/12/2009 0:00	1.001301692
1.00050025	USD	10/13/2009 0:00	0.99960016
1.00050025	USD	10/14/2009 0:00	1.001101211
1.00010001	USD	10/15/2009 0:00	0.99940036
1.00010001	USD	10/16/2009 0:00	1.00040016
1.00020004	USD	10/17/2009 0:00	0.99960016
1.00020004	USD	10/18/2009 0:00	1.001101211
1.00050025	USD	10/19/2009 0:00	1.00030009
1.00050025	USD	10/20/2009 0:00	1.000900811
1.00050025	USD	10/21/2009 0:00	1
1.00010001	USD	10/22/2009 0:00	1.00040016
1.00010001	USD	10/23/2009 0:00	0.99980004
1.00010001	USD	10/24/2009 0:00	1.00010001
1.00010001	USD	10/25/2009 0:00	0.99960016
1.00050025	USD	10/26/2009 0:00	1.001301692
1.00050025	USD	10/27/2009 0:00	0.99970009
1.00050025	USD	10/28/2009 0:00	1.001401963
1.00020004	USD	10/29/2009 0:00	0.99950025
1.00020004	USD	10/30/2009 0:00	1.001101211
1.00020004	USD	10/31/2009 0:00	0.99960016
1.00020004	USD	11/01/2009 0:00	1.00030009
1.00050025	USD	11/02/2009 0:00	0.99970009
1.00050025	USD	11/03/2009 0:00	1.001101211
1.00050025	USD	11/04/2009 0:00	1.00010001
1.00020004	USD	11/05/2009 0:00	1.001101211
1.00020004	USD	11/06/2009 0:00	0.99990001
1.00010001	USD	11/07/2009 0:00	1.00030009
1.00020004	USD	11/08/2009 0:00	0.99990001
1.00050025	USD	11/09/2009 0:00	1.001201442
1.00050025	USD	11/10/2009 0:00	0.99980004
1.00050025	USD	11/11/2009 0:00	1.00070049
1.00010001	USD	11/12/2009 0:00	1.00010001
1.00010001	USD	11/13/2009 0:00	1.000900811
1.00010001	USD	11/14/2009 0:00	0.99960016
1.00010001	USD	11/15/2009 0:00	1.00030009
1.00050025	USD	11/16/2009 0:00	0.99960016
1.00050025	USD	11/17/2009 0:00	1.000900811
1.00050025	USD	11/18/2009 0:00	0.99960016
1.00020004	USD	11/19/2009 0:00	1.00070049
1.00020004	USD	11/20/2009 0:00	1.00010001
1.00020004	USD	11/21/2009 0:00	1.00020004
1.00020004	USD	11/22/2009 0:00	0.99960016
1.00050025	USD	11/23/2009 0:00	1.00070049
1.00050025	USD	11/24/2009 0:00	0.99960016
1.00050025	USD	11/25/2009 0:00	1.00050025
1.00020004	USD	11/26/2009 0:00	0.99950025
1.00020004	USD	11/27/2009 0:00	1.00070049
1.00020004	USD	11/28/2009 0:00	0.99980004
1.00020004	USD	11/29/2009 0:00	1.00050025
1.00050025	USD	11/30/2009 0:00	1.00040016
1.00050025	USD	12/01/2009 0:00	1.001001001
1.00050025	USD	12/02/2009 0:00	1.00040016
1.00010001	USD	12/03/2009 0:00	1.00050025
1.00010001	USD	12/04/2009 0:00	0.99990001
1.001001001	USD	12/05/2009 0:00	1.001001001
1.001001001	USD	12/06/2009 0:00	1.00050025
1.001001001	USD	12/07/2009 0:00	1.001502253
1.00040016	USD	12/08/2009 0:00	0.99970009
1.00030009	USD	12/09/2009 0:00	1.000800641
1.00020004	USD	12/10/2009 0:00	0.99940036
1.00020004	USD	12/11/2009 0:00	1.001001001
1.00020004	USD	12/12/2009 0:00	0.99990001
1.00020004	USD	12/13/2009 0:00	1.001001001
1.000800641	USD	12/14/2009 0:00	1.00020004
1.000800641	USD	12/15/2009 0:00	1.001101211
1.000800641	USD	12/16/2009 0:00	0.99990001
1.000800641	USD	12/17/2009 0:00	1.001301692
1.00020004	USD	12/18/2009 0:00	0.99960016
1.00020004	USD	12/19/2009 0:00	1.00020004
1.00020004	USD	12/20/2009 0:00	0.99960016
1.00070049	USD	12/21/2009 0:00	1.001401963
1.00070049	USD	12/22/2009 0:00	0.99990001
1.00070049	USD	12/23/2009 0:00	1.001702895
1.00020004	USD	12/24/2009 0:00	0.99960016
1.00020004	USD	12/25/2009 0:00	1.000900811
1.00020004	USD	12/26/2009 0:00	0.99960016
1.00020004	USD	12/27/2009 0:00	1.00020004
1.00070049	USD	12/28/2009 0:00	0.99980004
1.00070049	USD	12/29/2009 0:00	1.000900811
1.00070049	USD	12/30/2009 0:00	0.99980004
1.00020004	USD	12/31/2009 0:00	1.00030009
1.00020004	USD	1/01/2010 0:00	0.99970009
1.00020004	USD	1/02/2010 0:00	1.001001001
1.00020004	USD	1/03/2010 0:00	0.99980004
1.00050025	USD	1/04/2010 0:00	1.001401963
1.00050025	USD	1/05/2010 0:00	1.00020004
